"Product Name"," Product Code"," Expected"," Counted"
"Mandelic Acid 5% Skin Prep Water - Miniature (30 Ml)",BWD1006,6,
"Cica Regen Vegan Sun (50 Ml)",DCL1006,2,
"Cica Regen 95 Soothing Gel (110 g)",DCL1005,3,
"Yuja Niacin Blemish Clear Serum (50Ml)",SBM1039,1,
"Vegan Kombucha Tea Gel Cream (75 G)",DCL1040,6,
"Vitamin 75 Maximizing Cream (Sample)",BWD7005,4,
"Midnight Blue Calming Cream (Sample)",DK7009,23,
"Freshly Juiced Vitamin E Mask (Sample)",DK7002,9,
"Gentle Black Deep Cleansing Oil (Sample)",DK7007,12,
"Moist Soothing Cream (Sample)",DK7010,27,
"Moist Soothing Serum (Sample)",DK7011,17,
"Supple Preparation All Over Lotion (Sample)",DK7013,4,
"Supple Preparation Facial Toner (Sample)",DK7014,29,
"Supple Preparation Unscented Toner(Sample)",DK7015,21,
"Honey Mask (3Ml) Sample",IMF7003,0,
"Vitamin Tree Water Gel (3Ml) Sample",IMF7007,15,
"Cica Relief Cream 50Ml",ISN1006,0,
"All Clean Green Foam Sample Sachet",HMS7002,0,
"All Clean Green Foam 150Ml",HMS1005,2,
"All Clean White Clay Foam 150Ml",HMS1012,3,
"All Clean Pink Clay Purifying Wash Off Mask 150Ml",HMS1011,0,
"All Clean Low Ph Balancing Vegan Toner 150Ml",HMS1009,2,
"All Clean Low Ph AHA/PHA Hydro Vegan Essence 50Ml",HMS1008,1,
"All Clean Vitamin Blemish Spot Clear Cream 60ml",HMS1004,3,
"Marine Care Eye Cream (30Ml)",HMS1020,4,
"Marine Care Deep Moisture Nourshing Melting Cream 60Ml",HMS1019,3,
"Black Tea Mask Pack 110Ml",HMS1015,2,
"Bulgarian Rose Hydrogel Eye Patch",HMS1016,3,
"Bulgarian Rose Satin Cream 55Ml",HMS1017,5,
"Watermelon Moisture Soothing Gel Cream 110Ml",HMS1023,3,
"Miniature Kit 5Ea (Limited Edition)",HMS1022,3,
"All Clean Green Foam 30Ml",HMS1006,2,
"All Clean White Clay Foam 30Ml",HMS1013,1,
"Black Tea Mask Pack Blister Sample 5Ml",HMS7005,0,
"Cica Live Ampoule Mask Sheet 30Ml",HMS1018,5,
"All Clean Mini Kit Ver.2",HMS1010,3,
"Fundamental Eye Awakening Gel (Sample)",DK7003,0,
"Sa Cream 10% Urea - 340Ml (Smoothing)",CRV1011,2,
"Sa Smoothing Cream 10% Urea - 177Ml",CRV1010,0,
"Sa Smoothing Cleanser - 236Ml",CRV1012,0,
"Foaming Cleanser (Normal To Oily Skin) - 236Ml",CRV1004,1,
"Hydrating Cleanser (Normal To Dry Skin) - 236Ml",CRV1006,0,
"Eye Repair Cream (14Ml)",CRV1003,0,
"Eczema Relief Creamy Oil - Lightweight (236Ml)",CRV1002,0,
"Carrot Mild Sunscreen Spf50+ Pa++++ (50Ml)",BLF1001,3,
"Watermelon Fresh Sunscreen Spf50+/Pa++++ (50Ml)",BLF1002,0,
"Zero Complex Whitening & Moistureizing Total Care Mask Pack (25G)",OAC1001,1,
"Centella Calming Gel Cream (60Ml)",INK1003,0,
"Tea Tree Relief Toner 200Ml",INK1009,3,
"Rose Galactomyces Synergy Serum 50Ml",INK1007,0,
"Propolis Vitamin Synergy Serum 50Ml",INK1006,0,
"Propolis Vitamin Sleeping Mask 60Ml",INK1005,0,
"Tea Tree Relief Serum 50Ml",INK1008,1,
"Calendula Complete Cleansing Oil (200Ml)",INK1001,0,
"Centella Bubble Cleansing Foam 150Ml",INK1002,0,
"Vegan Kombucha Tea Essence (Deluxe) 18Ml",DCL1038,5,
"Hyaluronic Acid Powder Wash (1G)",ISN1024,69,
"All Clean Hand Sanitizer (500Ml)",DPC1001,0,
"Green Tea Water Bomb Cream 3Ml",BNJ7005,0,
"Extreme Spot Serum 3Ml",BNJ7002,0,
"Extreme Cica Cream 3Ml",BNJ7001,0,
"Green Multi-Vitamin Vital Nutrition Cream 3Ml",BNJ7003,0,
"Vegan Witch Hazel No Sebum Sun Shield (Uv Defense Spf50+ / Pa++++) 3Ml",BNJ1015,0,
"Snail Truecica Miracle Repair Low Ph Gel Cleanser (30Ml)",SBM1028,1,
"Fundamental Nourishing Eye Butter (Sample)",DK7004,10,
"Snail Truecica Miracle Repair Toner 30Ml",SBM1033,1,
"Aha Bha Pha Real Cica 92% Cool Calming Soothing Gel (300Ml)",SBM1002,1,
"Fig Scrub Mask Miniature (31Ml)",IMF1005,5,
"Centella Unscented Toner(200Ml)",PRT1009,0,
"Aha-Bha-Pha 30 Days Miracle Acne Clear Body Cleanser",SBM1016,4,
"Gentle Black Fresh Cleansing Oil(150Ml)",DK1018,4,
"Supple Preparation Unscented Toner (30Ml)",DK1039,5,
"Ginseng Serum ( Sample )",IMF7001,25,
"Honey Mask(30G).",IMF1012,5,
"Mugwort Essence (30 Ml)",IMF1018,4,
"Rice Toner (30 Ml)",IMF1028,9,
"Hyaluronic Acid Toner Plus 200Ml",ISN1028,3,
"Snail Truecica Miracle Repair Starter Kit",SBM1031,0,
"Tea Tree Purifine 95 Essence (30Ml)",DCL1035,0,
"Bye Bye Blemish Vitatox Brightening Bubble Cleanser (120G)",SBM1017,5,
"All Clean Low Ph Balancing Vegan Essence 3Ml",HMS1007,3,
"Marine Care Eye Cream Blister 5Ml",HMS1021,1,
"Watermelon Moisture Soothing Gel Cream Blister 5Ml",HMS7008,4,
"Artless Glow Base (Spf 50+ Pa+++) 3Ml",HMS7004,5,
"Honey Glow Kit",CRX1022,1,
"Cica 7 Relife Kit",CRX1017,2,
"Centella Edition Skincare Set",INK1004,0,
"Super Matcha Pore Care Starter Kit 4Items",SBM1034,1,
"Super Matcha Pore Clean Clay Mask",SBM1035,0,
"Hyaluronic Acid Natural Sun Cream SPF 50+ PA++++ 50ml",ISN1043,1,
"Premium Water-Jet Cotton Puff",MSH1077,1,
"Pore Brush",TSG1001,3,
"I Am Tea Tree Mask Sheet ? Calming",TNM1017,0,
"Midnight Blue Calming Sheet Mask",DK1025,5,
"I Am Lemon Mask Sheet - Brightening",TNM1011,10,
"I Am Red Wine Mask Sheet ? Pore Care",TNM1014,0,
"I Am Aloe Mask Sheet ? Moisturizing",TNM1008,0,
"I Am Rice Mask Sheet ? Brightening",TNM1015,0,
"I Am Seaweeds Mask Sheet ?Purifying",TNM1016,0,
"Freshly Juiced Vitamin E Mask ( 90 Ml )",DK1009,5,
"I Am Makgeolli Mask Sheet-Skin Purifying",TNM1012,0,
"Illuminating Supple Blemish Cream Spf 40",DK1021,3,
"Gentle Black Sugar Charcoal Pore Soap(100G)",DK1019,0,
"Supple Preparation All Over Lotion(250Ml)",DK1034,4,
"Tea Tree Scalp Refreshing Shampoo 320ml",BNJ1017,3,
"All Clean Balm Blister 5Ml",HMS7001,2,
"Special Care Lip Sleeping Mask-Berry (3G)",LNG1007,6,
"Aha Bha Pha 30 Days Miracle Ac Sos Kit",SBM1003,0,
"Hydrating Cream To Foam Cleanser - 236Ml",CRV1007,0,
"Two In One Poreless Power Liquid (100Ml)",CRX1037,2,
"All Clean Balm 50Ml",HMS1003,4,
"Vitamin Fruit Serum (30ml)",IMF1033,1,
"Pear soothing pad ( 60 sheets )",IMF1034,0,
"Green Tea Seed Serum(80Ml)",INS1006,2,
"Black Sugar Mask Wash Off (100G)",SKF1001,0,
"I Am Pomegranate Mask Sheet - Elasticity",TNM1013,0,
"Essence Toner 200Ml",PKL1001,3,
"Velvet Cover Cushion 15g SPF5+/PA++++(#23 cover beige)",HMS1030,3,
"Velvet Cover Cushion 15g SPF5+/PA++++(#21 cover ivory)",HMS1029,1,
"Marine Care Cream Toner (155ml)",HMS1028,3,
"Bulgarian Rose Water Mist Serum (55ml)",HMS1027,2,
"Bulgarian Rose Tone-up Sunscreen 30ml SPF50+ PA+++",HMS1026,6,
"Bulgarian Rose Satin Cream Sample Sachet",HMS7006,0,
"Artless Perfect Cushion SPF50+ PA+++ 15g (23 natural begige)",HMS1025,3,
"Artless Perfect Cushion SPF50+ PA+++ 15g (21 light begige)",HMS1024,1,
"Artless Glow Base (Spf 50+ Pa+++) 40Ml",HMS1014,4,
"Natural Vitamin 21.5 Enhancing Sheet Mask (23Ml)",BWD1009,29,
"Moisturising Cream - 177Ml",CRV1009,0,
"Moisturising Cream (Dry To Very Very Dry) - 454G",CRV1008,0,
"Daily Moisturising Lotion (Dry To Very Very Dry) - 236Ml",CRV1001,0,
"Tamanu Oil Soothing Scalp Pack 50Ml",RG1010,20,
"Tamanu Oil Soothing Scalp Pack 200Ml",RG1009,4,
"Rosemary Balancing Scalp Pack 50Ml",RG1008,10,
"Rosemary Balancing Scalp Pack 200Ml",RG1007,3,
"Real Shea Real Change Treatment 240Ml",RG1006,3,
"Real Shea Protein Recharging Leave-In Treatment 150Ml",RG1005,4,
"Real Shea Nourishing Shampoo 400Ml",RG1004,2,
"Real Shea Cold Pressed Shea Butter Anti-Frizz Hair Lotion 150Ml",RG1003,5,
"Hibiscus Moisturizing Scalp Pack 50Ml",RG1002,14,
"Hibiscus Moisturizing Scalp Pack 200Ml",RG1001,3,
"Green Tea Fresh Cleanser 120ml",ISN1048,0,
"Chestnut BHA 2% Clear Liquid 100ml 3.38 fl oz",ISN1044,4,
"Onion Newpair Gel Cream 50ml",ISN1045,3,
"Onion Newpair Essence Toner 200ml",ISN1047,2,
"Onion Newpair Cleansing Foam 150ml",ISN1046,3,
"Rose Stemcell Ampoule 3ml",BNJ7007,0,
"Rose Stemcell Ampoule 30ml",BNJ1018,3,
"Daily Intense Nourishing Conditioner 200ml",NL1001,4,
"Daily Intense Nourishing Hair Essence 120ml",NL1002,4,
"Daily Intense Nourishing Shampoo 300ml",NL1003,3,
"Magic Nine Fill Up Silk Hair Treatment 200ml",NL1004,4,
"Magic Nine Perlite Scalp Scrub Shampoo 150ml",NL1005,4,
"Magic Nine Rich Hair Volume Balm 150ml",NL1006,4,
"M Perfect Cover Bb Cream No-21 (50Ml)",MSH1015,2,
