"Product Name"," Product Code"," Expected"," Counted"
"Fundamental Nourishing Eye Butter",DK1012,7,
"Aha Bha Pha 30 Days Miracle Acne Clear Foam (100 Ml)",SBM1004,2,
"Cica Peptide Anti Hair Loss Derma Scalp Shampoo (285Ml)",SBM1020,2,
"Cica Peptide Anti Hair Loos Derma Scalp Tonic (50Ml)",SBM1019,2,
"Cica Peptide Anti Hair Loss Derma Scalp Treatment (150Ml)",SBM1021,2,
"Youthful Glow Sugar Mask (3.8 Oz / 112.4 Ml)",DK1042,2,
"Daily Skin Hydrating Water (500Ml)",DK1005,2,
"Daily Skin Softening Water (500Ml)",DK1006,3,
"Fig Cleansing Balm (100Ml)",IMF1003,2,
"Fig Scrub Mask (120 G)",IMF1004,3,
"Fig Boosting Essence (150Ml)",IMF1001,3,
"Fig Boosting Essence Miniature (30Ml)",IMF1002,9,
"Royal Vita Propolis 33 Ampoule (15Ml)",DCL1027,4,
"Pure Vitamin C Serum (60Ml)",PRT1018,3,
"Pure Hyaluronic Acid 90 Serum (60Ml)",PRT1017,1,
"Defence Barrier Ph Cleanser (150Ml)",PRT1013,3,
"Sea Buckthorn Vital 70 Cream (50Ml)",PRT1019,3,
"Centella Green Level Recovery Cream(50Ml)",PRT1006,1,
"Centella Green Level Buffet Serum(60Ml)",PRT1003,2,
"Centella Green Level Calming Toner(200Ml)",PRT1004,1,
"Bha Dead Skin Moisture Gel (100Ml)",PRT1001,2,
"From Green Cleansing Oil (200Ml)",PRT1015,2,
"Daily Go-To Sunscreen Broad Spectrum Spf 50+",PRT1011,4,
"Snail Truecica Miracle Repair Cream (60G)",SBM1026,4,
"Clean It Zero Cleansing Balm Vita-Pumpkin(100Ml)",BC1005,3,
"Clean It Zero Cleansing Balm Original (100Ml)",BC1002,1,
"Clean It Zero Cleansing Balm Nourishing (100Ml)",BC1001,2,
"Clean It Zero Cleansing Balm Pore Clarifying (100Ml)",BC1003,2,
"The Little Book Of Skin Care (Premium)",BSC1001,2,
"Pore Minimizing 21 Serum (40Ml)",TIM1002,2,
"Pore Minimizing 21 Cream(50Ml)",TIM1001,4,
"Gentle Black Facial Cleanser (140 Ml)",DK1017,3,
"Pear Serum (50 Ml)",IMF1023,5,
"Pear Serum Sample (1Ml)",IMF7005,20,
"Vita B3 Source ( 40Ml )",TIM1003,2,
"Green Tea And Enzyme Powder Wash (70G)",BWD1004,5,
"Mandelic Acid 5% Skin Prep Water (120Ml)",BWD1007,7,
"Multi Function Cotton Pads (70 Ea)",BWD1008,5,
"Pure Vitamin C21.5 Advanced Serum(30Ml)",BWD1014,4,
"Vitamin 75 Maximizing Cream (50Ml)",BWD1019,4,
"Quad Active Boosting Essence (100 Ml)",BWD1015,5,
"Sulfur 3% Clean Gel (30 G)",BWD1017,3,
"Pure Vitamin C 15% With Ferulic Acid (30Ml)",BWD1013,4,
"Pro-Biome Balance Cream (50 Ml)",BWD1012,4,
"Acne Pimple Master Patch",CRX1006,7,
"Advance Snail 92 All In One Cream (100Ml)",CRX1007,2,
"Advance Snail 96 Mucin Power Essence (100Ml)",CRX1008,3,
"Aha 7 Whitehead Power Liquid",CRX1010,3,
"Hyaluronic Acid Hydra Power Essence 100Ml",CRX1023,2,
"Aha/Bha Clarifying Treatment Toner(150Ml)",CRX1011,4,
"Aloe Soothing Sun Cream Spf 50+ Pa+++(50Ml)",CRX1012,3,
"Bha Blackhead Power Liquid (100Ml)",CRX1013,2,
"Centella Blemish Cream (30Ml)",CRX1016,2,
"Galactomyces 95 Tone Balancing Essence (100Ml)",CRX1020,2,
"Hyaluronic Acid Intensive Cream(100Ml)",CRX1024,2,
"Low Ph Good Morning Gel Cleanser (150Ml)",CRX1026,2,
"Oil Free Ultra Moisturizing Lotion(100M)L",CRX1030,3,
"Pha Moisture Renewal Power Cream (50Ml)",CRX1034,1,
"Ac Collection Calming Liquid Intensive 125Ml",CRX1003,1,
"Salicylic Acid Exfoliating Cleanser",CRX1036,1,
"Ultimate Moisturizing Honey Over Night Mask(60Ml)",CRX1038,4,
"Ac Collection Calming Liquid Mild 125Ml",CRX1004,2,
"Ultimate Nourishing Rice Overnight Spa Mask(60Ml)",CRX1039,2,
"Freshly Juiced Vitamin Drop(35Ml)",DK1007,12,
"Freshly Juiced Vitamin E Mask ( 15 Ml )",DK1008,3,
"Gentle Black Cleansing Puff (5G)",DK1015,15,
"Gentle Black Deep Cleansing Oil(150Ml)",DK1016,4,
"Gentle Black Sugar Facial Polish",DK1020,1,
"Fundamental Water Gel Cream",DK1013,2,
"Supple Preparation Body Soap",DK1035,1,
"Midnight Blue Calming Cream (30 Ml )",DK1023,6,
"Midnight Blue Calming Cream(Tube -60 Ml)",DK1024,3,
"Midnight Blue Youth Activating Drop(20Ml)",DK1026,6,
"Rich Moist Foaming Cleanser(100Ml)",DK1029,5,
"Rich Moist Soothing Cream (80Ml)",DK1030,5,
"Rich Moist Soothing Serum",DK1031,7,
"Supple Preparation Facial Toner(180Ml)",DK1037,8,
"Supple Preparation Facial Toner 30Ml",DK1036,6,
"Supple Preparation Unscented Toner (180Ml)",DK1038,7,
"Toner Mate 2In1 Cotton Pad (120Ea)",DK1040,7,
"Ginseng Mask(120G).",IMF1007,3,
"Ginseng Serum(30Ml)",IMF1008,6,
"Rice Cream (50G)",IMF1024,6,
"Mugwort Essence (160 Ml)",IMF1017,5,
"Mugwort Mask (30 G)",IMF1020,7,
"Rice Mask(110 Gm)",IMF1025,3,
"Silicon Brush",IMF1029,4,
"Vitamin Tree Water Gel(75G)",IMF1031,4,
"Rice Serum (30Ml)",IMF1026,3,
"Rice Toner (150Ml)",IMF1027,7,
"Bija Trouble Facial Foam(150Ml)",INS1001,2,
"Retinol Cica Repair Ampoule (30Ml)",INS1021,3,
"Green Tea Foam Cleanser",INS1002,3,
"Jeju Cherry Blossom Tone Up Cream (50Ml)",INS1007,2,
"Jeju Orchid Eye Cream",INS1008,2,
"Jeju Volcanic Pore Cleansing Foam",INS1011,1,
"No Sebum Mineral Powder",INS1019,4,
"Olive Real Cleansing Foam",INS1020,2,
"Super Volcanic Pore Clay Mask-2X",INS1022,2,
"Hyaluronic Acid Water Essence 50Ml",ISN1030,3,
"C-Niacin Toning Ampoule (Renewed) 50Ml",ISN1004,1,
"Spot Saver Mugwort Ampoule 50Ml",ISN1037,2,
"Clear Skin Bha Toner 200Ml",ISN1008,2,
"Spot Saver Mugwort Cream 50Ml",ISN1038,2,
"Green Tea Fresh Toner 200Ml",ISN1014,3,
"Hyaluronic Acid Aqua Gel Cream (Renewed) 100Ml",ISN1017,2,
"Hyaluronic Acid Deep Moisture Water Mask (25G X 1Ea)",ISN1018,10,
"Hyaluronic Acid Moist Cream (Renewed) 100Ml",ISN1021,3,
"Hyaluronic Acid Toner (Renewed) 200Ml",ISN1027,2,
"Real Mugwort Clay Mask 100 Ml",ISN1034,2,
"Sensitive Balancing Cleansing Foam 150Ml",ISN1036,2,
"Tw Real Eye Cream 30Ml",ISN1042,3,
"Spot Saver Mugwort Powder Wash (Sachet)",ISN1040,2,
"Tea Tree Purifine 30 Cleansing Foam (115G)",DCL1032,4,
"Tea Tree 80 Cream (Sample)",DCL7007,19,
"Tea Tree Purifine 70 Toner 100Ml/3.38 Fl Oz",DCL1033,3,
"Pro Balance Pure Cleansing Oil (155Ml)",DCL1022,4,
"Tea Tree Purifine 80 Cream 50G/1.76 Oz.",DCL1034,3,
"All Around Safe Block Aqua Sun Gel Spf50+ (50Ml)",MSH1002,4,
"All Around Safe Block Essence Sun Milk Spf50+/Pa+++(70Ml)",MSH1003,2,
"All Around Safe Block Soft Finish Sun Milk Spf50+/Pa+++ (70Ml)",MSH1004,4,
"All Around Safe Block Velvet Finish Sun Milk Spf50+/Pa++(Sample)",MSH7003,52,
"All Around Safe Block Waterproof Sun Milk Spf50+/Pa+++ (70Ml)",MSH1005,3,
"All-Around Safe Block Velvet Finish Sun Milk (Spf 50+ Pa++++) (70Ml)",MSH1006,1,
"Embossing Cotton Puff",MSH1011,1,
"M Perfect Bb Cream 13 (Sample)",MSH7005,8,
"Natural Konjac Cleansing Puff (Bamboo Charcoal)",MSH1039,1,
"Natural Konjac Cleansing Puff (White Clay)",MSH1040,1,
"Phyto Niacin Whitening Essence (50Ml)",NPC1001,3,
"Dr. Color Effect Red Cream 50 Ml",SKL1001,5,
"Pore Corset Serum(30Ml)",SKM1001,1,
"Pore Zero Night Cream",SKM1003,1,
"Aha Bha Pha 30 Days Miracle Serum (50 Ml)",SBM1010,2,
"Aha Bha Pha 30 Days Miracle Toner (150Ml)",SBM1013,3,
"Aha Bha Pha 30 Days Miracle Cream (20 Ml)",SBM1008,1,
"Aha Bha Pha 30 Days Miracle Cream (50Ml)",SBM1009,4,
"Aha-Bha-Pha 30 Days Miracle Serum (10 Ml)",SBM1014,2,
"Acid-Duo 2% Mild Gel Cleanser",BWD1002,1,
"Polyphenols In Propolis 15% Ampoule",BWD1011,7,
"Polyphenols In Propolis 15% Ampoule 1.5 Ml",BWD7002,4,
"Clear Skin 8% Aha Essence (Renewed) 100Ml",ISN1007,2,
"Pro-Biome Balance Cream 1.5 Ml (Sample)",BWD7003,2,
"Quad Active Boosting Essence 2 Ml (Sample)",BWD7004,4,
"All Clean Balm 120Ml",HMS1002,3,
"Green Tea Fresh Emulsion",ISN1012,1,
"Special Care Lip Sleeping Mask-Berry (20G)",LNG1006,2,
"Neck Firming Cream 1Ft. Oz. (30 Ml)",YTH1007,2,
"Glycolic Acid 30% Gel Peel 1Ft. Oz. (30 Ml)",YTH1004,2,
"Fundamental Ampule Mist ( 125 Ml )",DK1010,3,
"Fundamental Watery Oil Drop (50Ml)",DK1014,5,
"Fundamental Watery Oil Drop 1.5 Ml (Sample)",DK7006,7,
"Fundamental Water Gel Cream 1.5 Ml (Sample)",DK7005,4,
"My Lip Balm (#03 Home Made Lemon) 15G",INS1013,2,
"My Lip Balm (#11 Wedding Peach Tea) 15G",INS1018,2,
"My Lip Balm (#10 Rubey Grapefruit Tea) 15G",INS1017,1,
"My Lip Balm (#08 Sunkissed Cherry Tea) 15G",INS1016,2,
"My Lip Balm (#07 Dried Rose) 15G",INS1015,1,
"My Lip Balm (#05 Wild Hibiscus) 15G",INS1014,2,
"Time Revolution Night Repair Probio Ampoule ( 4Th_2019) (50 Ml)",MSH1073,1,
"Time Revolution The First Treatment Essence Rx ( 4Th_2019)(150 Ml)",MSH1075,3,
"Tea Tree Purifine 95 Essence (50Ml)",DCL1036,3,
"Royal Vita Propolis 33 Cream (50G)",DCL1028,5,
"All Clean Balm ( Mini )",HMS1001,3,
"Special Care Water Sleeping Mask (15Ml)",LNG1010,2,
"30 Days Miracle Green Tea Tox Bubble Cleanser (120G)",SBM1001,3,
"Yuja Niacin Brightening Sleeping Mask (60G)",SBM1040,3,
"Mandelic Acid 5% Skin Prep Water - Miniature (30 Ml)",BWD1006,8,
"Cica Regen Vegan Sun (50 Ml)",DCL1006,5,
"Cica Regen 95 Soothing Gel (50 Ml)",DCL1005,3,
"Yuja Niacin Blemish Clear Serum (50Ml)",SBM1039,3,
"Vegan Kombucha Tea Gel Cream (75 G)",DCL1040,2,
"Vitamin 75 Maximizing Cream (Sample)",BWD7005,6,
"Midnight Blue Calming Cream (Sample)",DK7009,22,
"Freshly Juiced Vitamin E Mask (Sample)",DK7002,26,
"Gentle Black Deep Cleansing Oil (Sample)",DK7007,26,
"Moist Soothing Cream (Sample)",DK7010,30,
"Moist Soothing Serum (Sample)",DK7011,7,
"Supple Preparation All Over Lotion (Sample)",DK7013,21,
"Supple Preparation Facial Toner (Sample)",DK7014,29,
"Supple Preparation Unscented Toner(Sample)",DK7015,38,
"Honey Mask (3Ml) Sample",IMF7003,1,
"Vitamin Tree Water Gel (3Ml) Sample",IMF7007,29,
"Cica Relief Cream 50Ml",ISN1006,2,
"All Clean Green Foam Sample Sachet",HMS7002,2,
"All Clean Green Foam 150Ml",HMS1005,4,
"All Clean White Clay Foam 150Ml",HMS1012,3,
"All Clean Pink Clay Purifying Wash Off Mask 150Ml",HMS1011,1,
"All Clean Low Ph Balancing Vegan Toner 150Ml",HMS1009,2,
"All Clean Low Ph Balancing Vegan Essence 50Ml",HMS1008,2,
"All Clean Blemish Cream 60Ml",HMS1004,1,
"Marine Care Eye Cream (30Ml)",HMS1020,2,
"Marine Care Deep Moisture Nourshing Melting Cream 60Ml",HMS1019,4,
"Black Tea Mask Pack 110Ml",HMS1015,3,
"Bulgaria N Rose Hydrogel Eye Patch",HMS1016,3,
"Bulgarian Rose Satin Cream 55Ml",HMS1017,2,
"Watermelon Moisture Soothing Gel Cream 110Ml",HMS1023,1,
"Miniature Kit 5Ea (Limited Edition)",HMS1022,3,
"All Clean Green Foam 30Ml",HMS1006,6,
"All Clean White Clay Foam 30Ml",HMS1013,2,
"Black Tea Mask Pack Blister Sample 5Ml",HMS7005,2,
"Cica Live Ampoule Mask Sheet 30Ml",HMS1018,4,
"All Clean Mini Kit Ver.2",HMS1010,4,
"Fundamental Eye Awakening Gel (Sample)",DK7003,25,
"Sa Cream 10% Urea - 340Ml (Smoothing)",CRV1011,2,
"Sa Smoothing Cream 10% Urea - 177Ml",CRV1010,2,
"Sa Smoothing Cleanser - 236Ml",CRV1012,2,
"Foaming Cleanser (Normal To Oily Skin) - 236Ml",CRV1004,2,
"Hydrating Cleanser (Normal To Dry Skin) - 236Ml",CRV1006,3,
"Eye Repair Cream (14Ml)",CRV1003,3,
"Eczema Relief Creamy Oil - Lightweight (236Ml)",CRV1002,1,
"Carrot Mild Sunscreen Spf50+ Pa++++ (50Ml)",BLF1001,4,
"Watermelon Fresh Sunscreen Spf50+/Pa++++ (50Ml)",BLF1002,4,
"Zero Complex Whitening & Moistureizing Total Care Mask Pack (25G)",OAC1001,18,
"Centella Calming Gel Cream (60Ml)",INK1003,3,
"Tea Tree Relief Toner 200Ml",INK1009,4,
"Rose Galactomyces Synergy Serum 50Ml",INK1007,2,
"Propolis Vitamin Synergy Serum 50Ml",INK1006,2,
"Propolis Vitamin Sleeping Mask 60Ml",INK1005,1,
"Tea Tree Relief Serum 50Ml",INK1008,2,
"Calendula Complete Cleansing Oil (200Ml)",INK1001,1,
"Centella Bubble Cleansing Foam 150Ml",INK1002,2,
"Vegan Kombucha Tea Essence (Deluxe) 18Ml",DCL1038,3,
"Hyaluronic Acid Powder Wash (1G)",ISN1024,75,
"All Clean Hand Sanitizer (500Ml)",DPC1001,4,
"Green Tea Water Bomb Cream 3Ml",BNJ7005,1,
"Extreme Spot Serum 3Ml",BNJ7002,1,
"Extreme Cica Cream 3Ml",BNJ7001,4,
"Green Multi-Vitamin Vital Nutrition Cream 3Ml",BNJ7003,8,
"Vegan Witch Hazel No Sebum Sun Shield (Uv Defense Spf50+ / Pa++++) 3Ml",BNJ1015,2,
"Snail Truecica Miracle Repair Low Ph Gel Cleanser (30Ml)",SBM1028,2,
"Fundamental Nourishing Eye Butter (Sample)",DK7004,14,
"Snail Truecica Miracle Repair Toner 30Ml",SBM1033,2,
"Aha Bha Pha Real Cica 92% Cool Calming Soothing Gel (300Ml)",SBM1002,3,
"Fig Scrub Mask Miniature (31Ml)",IMF1005,7,
"Centella Unscented Toner(200Ml)",PRT1009,2,
"Aha-Bha-Pha 30 Days Miracle Acne Clear Body Cleanser",SBM1016,1,
"Gentle Black Fresh Cleansing Oil(150Ml)",DK1018,3,
"Supple Preparation Unscented Toner (30Ml)",DK1039,6,
"Ginseng Serum ( Sample )",IMF7001,9,
"Honey Mask(30G).",IMF1012,7,
"Mugwort Essence (30 Ml)",IMF1018,7,
"Rice Toner (30 Ml)",IMF1028,8,
"Hyaluronic Acid Toner Plus 200Ml",ISN1028,2,
"Snail Truecica Miracle Repair Starter Kit",SBM1031,2,
"Tea Tree Purifine 95 Essence (30Ml)",DCL1035,5,
"Bye Bye Blemish Vitatox Brightening Bubble Cleanser (120G)",SBM1017,5,
"All Clean Low Ph Balancing Vegan Essence 3Ml",HMS1007,8,
"Marine Care Eye Cream Blister 5Ml",HMS1021,2,
"Watermelon Moisture Soothing Gel Cream Blister 5Ml",HMS7008,2,
"Artless Glow Base (Spf 50+ Pa+++) 3Ml",HMS7004,2,
"Honey Glow Kit",CRX1022,2,
"Cica 7 Relife Kit",CRX1017,2,
"Centella Edition Skincare Set",INK1004,3,
"Super Matcha Pore Care Starter Kit 4Items",SBM1034,1,
"Super Matcha Pore Clean Clay Mask",SBM1035,2,
"Hyaluronic Acid Natural Sun Cream SPF 50+ PA++++ 50ml",ISN1043,2,
"Premium Water-Jet Cotton Puff",MSH1077,1,
"Pore Brush",TSG1001,1,
ABCABC,94904371,10,
